userName;score;at;content;label
Ilham Fajrin;5;07/07/2023 08.31;Kasian twitter;positif
Asiyah 2k4;3;07/07/2023 08.31;Tambahin fitur terjemahan otomatis dong biar makin manteppp;netral
oziel chaps;3;07/07/2023 08.27;It's good but if you can provide trending features;netral
Boy Akbar;4;07/07/2023 08.27;Good application. I hope the developer will give the best;positif
jaembut jaem;1;07/07/2023 08.26;kenapa gak bisa bikin akun? inimah harus pake akun ig apa apaan? klo orang mau jadi teroris gimana dong? skip👎👎👎👎 tidak teroris friendly;negatif
Sodik Ra;5;07/07/2023 08.25;Ngehasilin uang ga Ni? Mayan lah follow baru buat akun naik 125k padahal gua rakyat bisa;positif
diva nurfebriyanti;3;07/07/2023 08.24;ini lag terus kenapa yaaa?;netral
Nanda Arifando;5;07/07/2023 08.24;Keren;positif
Christopher Alfiano;1;07/07/2023 08.23;Terlalu monoton dan kembali nostalgia ke jaman awal facebook terbentuk. Sudah gitu nagih hutang , akun langsung di banned , lebih baik twitter deh;negatif
Allysta_ 07;5;07/07/2023 08.23;Ga bisa pake hastag :v;positif
wildan;3;07/07/2023 08.22;cara balikin lencana yang disembunyikan gimana?;netral
Irwan Nur;5;07/07/2023 08.21;Bagus;positif
Ahmad fatih;5;07/07/2023 08.15;Keren sih untuk menyanyingi Twitter sih;positif
vicki arianto;5;07/07/2023 08.14;Tolong tambahin bisa save foto donkkk;positif
arthawijaya management;1;07/07/2023 08.13;aplikasinya suka ngebug gitu min tolong;negatif
Aldi Nur Saputra;4;07/07/2023 08.12;Tolong tambahkan fitur edit ketika ingin mengupload media. Ketika saya ingin mengupload foto dan perlu ditambahakan kata-kata atau sticker maupun memotong ukuran foto itu belum tersedia. Jadi harus mengubahnya/menambahkan di luar aplikasi ini.;positif
Danang Setiaji;1;07/07/2023 08.11;patah patah;negatif
Hery Daiki Kazuya;4;07/07/2023 08.10;Tambahkan Translate dong;positif
suhohyung;2;07/07/2023 08.07;"saat memosting foto banyak sekaligus, aplikasi tiba tiba keluar sendiri, dengan tulisan ""threads telah berhenti"". mohon untuk pihak aplikasi segera memperbaiki, terimakasih 🙏";negatif
Efendi Id;1;07/07/2023 08.04;Kerang;negatif
Indriana Santi;3;07/07/2023 08.01;bagus sih, tapi masa udah eror;netral
Grace Lazarosana;1;07/07/2023 07.59;Tampilannya nge bug 😭;negatif
Sik Lanang Iki;5;07/07/2023 07.58;I was already download for this application yesterday so my opinion is running smoothly let's see on future this application is useful or insightful;positif
Fathan Rambe;5;07/07/2023 07.56;Bagus;positif
Joker Tersakiti;3;07/07/2023 07.55;Dark mode benerin;netral
Andree;5;07/07/2023 07.51;Bagus ...;positif
Mas “Mas Breng” Breng;5;07/07/2023 07.50;Nostalgia jaman awal Twitter;positif
Luluk Ayu Andrea;1;07/07/2023 07.50;INSTAGRAM SAYA TIDAK BISA DIBUKA GARAGARA APK INI👎;negatif
Dian di;4;07/07/2023 07.50;aku sembunyiin lencana di bio IG, ehhh gak bisa kembalikan lg;positif
muhammad duta;5;07/07/2023 07.48;Apk ini bagus;positif
Theorema Fosheca;1;07/07/2023 07.48;I can't revert to out of sync. And cannot be edited after syncing, just only edit in Instagram;negatif
King The OFF Ngendok;5;07/07/2023 07.48;Thank you;positif
Lae Acu;5;07/07/2023 07.47;Hp lu semua jelek yg ngasih bintang 1;positif
Zaeni Ahmad;5;07/07/2023 07.47;Tambahkan fitur voice group, hashtag, kirim gif, serta percantik User Interfacenya, dibuat warna, jangan hitam putih ah, gelep;positif
Ananda Bagus Dwi Islamy;3;07/07/2023 07.46;Tolong perbaiki bug helcurt, ultinya ngebug, thnk;netral
Puji Lestari;1;07/07/2023 07.45;"Appnya belom sempurna kali ya? Atau emg masa percobaan? Patah"" Masaaa";negatif
Rifqi Frh;5;07/07/2023 07.45;Mantap;positif
Jessica Grace;2;07/07/2023 07.44;Saran bagus saya adalah bisa menambahkan beberapa akun untuk seharusnya bisa membawa jangkau banyak orang. Tapi sayangnya, tetap saya kasih bintang 2 dulu untuk sementara karena baru pertama kali saya pakai Threads ini dan akunnya juga tolong ditambahkan lagi sebagai multiply akun harus yang banyak yaaa.....Terima kasih untuk ulasan dari saya~;negatif
henzy me;1;07/07/2023 07.44;I think log in maked new akun don't use Instagram login.;negatif
Nurma Yanti;1;07/07/2023 07.42;Plisss gua gbsa login ig gua gimana sih huaaaaaaaa😭;negatif
Fuuka Jirou;4;07/07/2023 07.40;tolong tambahkan fitur simpan gambar dan translate;positif
Yusup Bekti Dwi Sanjaya;1;07/07/2023 07.35;"Tulisannya bayang""";negatif
Gung Ajus;1;07/07/2023 07.35;Baru buka malah ngebug, teksnya jadi double;negatif
Munirah Syam;3;07/07/2023 07.32;Kok nge bug apa berpengaruh sama hp kentang?;netral
Rolan Zet;3;07/07/2023 07.32;Kaish fitur dm,edit,album foto dong;netral
Juli Saputra;1;07/07/2023 07.31;Ok;negatif
M Tahir saputra;4;07/07/2023 07.31;Sejauh ini cukup bagus tapi saranku mungkin bisa di tambahkan juga di pusat akun meta jadi bisa auto posting di 3 aplikasi sekaligus IG, Facebook, Threads Dan aplikasi ini belum tersedia mode gelap, jadi mungkin bisa di tambahkan, dan juga foto belum bisa di simpan atau di download secara langsung, serta masih ada beberapa bug yang munkin harus di perbaiki, itu saran dari saya sebagai user;positif
aniq regita putri alifa;2;07/07/2023 07.30;Tolong diperbaiki dong membatasi aktifitas tertentu kok ke gitu akun thread gue ga sebagus instagram sama tiktok;negatif
Chofifa Dita Rokhmawati;1;07/07/2023 07.27;Bug bgttt;negatif
Anta maulana;1;07/07/2023 07.27;Banyak bug;negatif
jgnth_96;3;07/07/2023 07.26;Dark mode bug in android,please fix it;netral
Dede Ridwan;1;07/07/2023 07.20;APA SII NGIKUT2 TWITTER LU!;negatif
Aditya Yoga Pratama;1;07/07/2023 07.20;G bisa di scroll..;negatif
Adib Abbiya Qowiyyudin;4;07/07/2023 07.20;Sejak trending langsung download Semoga lancar;positif
Kadek Dimas;1;07/07/2023 07.19;privacy tidak terjaga dengan baik;negatif
Ilham Riandra;4;07/07/2023 07.17;Foto nya blm bisa diperbesar;positif
Sonya Pardede;5;07/07/2023 07.17;Seruuu woe whahaha;positif
LUTHFY A A;5;07/07/2023 07.16;Easy to use this apps don't need registered cuz linked with Instagram account. So far good. Thanks to the creator and team. Congratulations;positif
ZairinVikri;5;07/07/2023 07.14;Hehe nice om zuck;positif
ustadz ice bear;4;07/07/2023 07.14;buat yang ngebug,jgn pake mode gelap yaa;positif
Riky Ripaldo;4;07/07/2023 07.13;Testing dlu;positif
zamzami al zikra;1;07/07/2023 07.13;Layar nya bug dan ngelag banget;negatif
RCK;1;07/07/2023 07.09;please fix bugs that are a lot and quite annoying, and update them so there are features dark mode.;negatif
Adelia Sekar Pinasti;1;07/07/2023 07.09;"msh ada bug jadi bikin patah"", teks saling tumpuk";negatif
MU ZAZIN;5;07/07/2023 07.06;Ok;positif
rashelda zahra;1;07/07/2023 07.05;Tolong jangan di jadikan satu notifnya, jadi susah lihat siapa yang belum ke follback;negatif
rafi 9680;5;07/07/2023 07.05;Bagus sih , lebih simple dan mudah digunakan;positif
Ahmad Ismail Ridho;5;07/07/2023 07.05;First impression enak sih nyaman, ditunggu update selanjutnya;positif
Nelsen Handaka;5;07/07/2023 07.04;Mantap;positif
Irham Adzani;5;07/07/2023 07.03;Keren;positif
aris hend;4;07/07/2023 07.03;Ok;positif
Raihan;1;07/07/2023 07.02;Bug;negatif
Sauzan Dewi Kirani;5;07/07/2023 07.01;bagus, bakal ada au di threads ga ya WKWK;positif
OisGrame;3;07/07/2023 07.00;Lumayan, hanya saja. Banyak perizinan yang diminta;netral
Mawan 17;4;07/07/2023 06.58;Kenapa ketika saya membuka aplikasi Threads tulisan yang ada didalamnya itu crash semua?;positif
WHy SKy;1;07/07/2023 06.58;apk tolol;negatif
FITRI YANTI Seribandung;5;07/07/2023 06.58;❤️;positif
Aufa Radiansyah;4;07/07/2023 06.57;❤️;positif
Hilman Madani;5;07/07/2023 06.57;Kalian napa sih pakek kasih bintang 1 wajarlah banyak bug namanya jga awal liris yakali langsung sempurna kaya kamu hehe;positif
SHADOW FF;1;07/07/2023 06.56;Login gmna;negatif
awak angga;1;07/07/2023 06.56;Masih Nge bug , tolong segera di perbaiki;negatif
Tarro yy.;1;07/07/2023 06.54;Biasanya kalo di kasih bintang 1;negatif
Yahya Latif Maulana;1;07/07/2023 06.53;bug parah, masa baru login layar tampilannya di scroll jadi ancur gitu;negatif
Asep Tarman Hidayat;5;07/07/2023 06.52;Mantap;positif
SOOGLE Gaming;5;07/07/2023 06.52;Menurutku itungannya udah bagusss,,;positif
Siti Khodijah;3;07/07/2023 06.51;Ini gimana ya, ko akun Instagram nya jadi gabisa di buka 😭;netral
Martin EA;1;07/07/2023 06.51;ga bisa create akun harus pake akun ig;negatif
Radul Channel;5;07/07/2023 06.48;Lumayan daripada lumanyun;positif
Ferdi Eko Setyawan;5;07/07/2023 06.45;Aplikasi baguss,;positif
Melani Damai Anti Sitompul;4;07/07/2023 06.45;Ya bole la;positif
Yudhistira Idrus;5;07/07/2023 06.44;Twitter Jaman Now!;positif
Azqia Khaerani Rahayu;5;07/07/2023 06.42;bagus nihh, kurang fitur DM aja😁;positif
_FckingKids9;5;07/07/2023 06.42;nice;positif
Vel F;5;07/07/2023 06.42;Sangat ramah bintang 5 👍🏾;positif
kang ngendok;1;07/07/2023 06.41;Bukan yg ini;negatif
Rifky Ramdani;5;07/07/2023 06.40;Yg ngebug hp nya upgrade wkwk;positif
Faiz Fawzhan;5;07/07/2023 06.39;Seru juga sih, kek another version of Twt 😍;positif
David Koswara;5;07/07/2023 06.39;Kanal yang mirip Twiter ini , sich;positif
Ilham Muhammadgias;1;07/07/2023 06.38;Kok Info Nya Lengkap.... Kaya Alamat Lengkap,apa Yang Personal.... Jadi Curiga Bakalan Jualan Info Pribadi Kaya Facebook kemaren²🗿;negatif
Sahana Dewa;1;07/07/2023 06.37;Ngelag;negatif
al khansa;1;07/07/2023 06.37;baru install layar nge bug ...;negatif
Maya Nurkasih;5;07/07/2023 06.36;Masih agak lag tapi baguslah okeeee;positif
Dimas Satrio;1;07/07/2023 06.35;Bug UI TEXT TIMPA Di HP REDMI 6A;negatif
Onahji;4;07/07/2023 06.33;Yang pada komen negatif sabar, mungkin app ini masih dlm proses pengembangan;positif
Raden Arnanda Wijaya;5;07/07/2023 06.31;Temne gw beluk makek muwehehehe;positif
Efan n;5;07/07/2023 06.29;gw ke brp nih;positif
Samuel Harpa;1;07/07/2023 06.27;Ga jelas masi bug layar patah patah;negatif
Gading Arta;5;07/07/2023 06.26;Widih baru muncul dah rame aja, tapi masih kurang si, fitur translate belum ada;positif
Dika Putra pratama;5;07/07/2023 06.25;Sangat baik 👍🏻;positif
Frilia;2;07/07/2023 06.24;Bagus ajasih. Mirip twtr pas baru2 launching. Tp blm bikin nyaman krn timeline nya kek tempat sampah. Gak bisa di filter.;negatif
Agesti Furnama;4;07/07/2023 06.23;ayo dongggg bisa beberapa akun dalam satu threads, buat saya yang kaum megang akun perusahaan, kan ige saya belum make threads jadinya:));positif
Gloria Gabriella;5;07/07/2023 06.22;lucuu sii bagus jg;positif
Joshua putra H.S EK-2D;5;07/07/2023 06.20;Good app , but i don't know what next happen.;positif
Faisal;1;07/07/2023 06.19;Keren ,semoga mereka adu mekanik Twitter dan apk ini ,Rusia SMA OPM sma2 kuat sulit di musnah kan uraaa;negatif
Wn Luck;5;07/07/2023 06.19;I love it;positif
Hbiy Hbiy;2;07/07/2023 06.19;Bintang 2 dlu soalnya ga bisa nyimpan foto, tolong dong kasih vitur buat bisa nyimpan foto biar ga ribet nyalin linktrus download di google.;negatif
Nahdo Id;5;07/07/2023 06.18;bagus;positif
Trachita Christiareni;3;07/07/2023 06.18;Boleh gak sih, home di thread bener bener akun yang emang kita follow?? Bukan random akun yg boro boro difollow di IG??;netral
Saska RF;2;07/07/2023 06.16;Aku menemukan 2 bug. Yang pertama saat unggah threads dengan lampiran foto resolusi tinggi, threads tidak terunggah padahal koneksi data unggahnya berjalan, dan itu dibarengi dengan aplikasi lag bahkan sampai forceclose. Dan yang kedua saat copy teks selain huruf alphabet (seperti huruf arab, Thailand, aksara jawa), aplikasi akan mengalami lag hingga kemudian forceclose. Untuk pengembang, tolong optimalkan lagi karena beberapa apl META mempunyai masalah sama terhadap kompresi media foto & video.;negatif
Mirza Fauzan;3;07/07/2023 06.14;bintang 3 dulu. kalo mau upload foto aplikasinya keluar keluar sendiri;netral
Dimas AR;5;07/07/2023 06.14;Tolong tambahin topik trending kek Twitter;positif
Jimly Asshidiqie;5;07/07/2023 06.13;Aplikasikanya mantap;positif
Ini Intan;5;07/07/2023 06.13;👍👍;positif
Kaston Sukardi;5;07/07/2023 06.12;SEJAUH INI, INI YANG PALING JAUH;positif
andhika bagus solikhin;2;07/07/2023 06.12;Kenapa di redmi 8 enggak suport;negatif
Leon Déxlyn.;5;07/07/2023 06.12;Good;positif
Hamidah .w.;3;07/07/2023 06.11;I can't post pictures or video;netral
Mycha;4;07/07/2023 06.10;Dev tolong perbaikin lagi ya masa pas saya buka kok tulisannya itu gimana ya kayak ngefrezee sama ngikut gitu Dev aku gatau knp katanya ini juga apps barunya ig eh tau tau punya ku lag:);positif
Rhea Thanasia;2;07/07/2023 06.10;Everytime I wanted to post, it always force closing. Please fix, thanks.;negatif
Gita Ramadani;1;07/07/2023 06.10;kenapa saat saya ingin melihat orang yang saya ikuti malah tidak bisa, tolong diperbaiki untuk kedepannya;negatif
Rachma Haya;3;07/07/2023 06.08;halo threads team mau kasih saran nih buat apk nya, kasih fitur download foto dan video doong terimakasih threads team;netral
Riky Vp;1;07/07/2023 06.08;"masi kedip"" gajelas";negatif
IKRAM OFFICIAL;5;07/07/2023 06.05;Ok;positif
delta pramudya;1;07/07/2023 06.03;Eror gk bisa di scroll Pada numpuk2;negatif
Said Abdullah;5;07/07/2023 06.02;gass lah, lumayan para buzzer pada bingung;positif
Ubaidillah Sajad Ashobry;4;07/07/2023 06.02;Lumayan sih tapi gak ad mode gelap;positif
hendi hendiariqin;2;07/07/2023 06.02;Bagus mirip twiter;negatif
Dian Fonda;5;07/07/2023 06.01;Juki jabingan gawe sosmed men gaji admin sosial media munggah;positif
Ibnu Fadil;2;07/07/2023 05.59;Bug parah;negatif
Rheynaldy Rama;1;07/07/2023 05.58;Bug screen;negatif
M Rochim;3;07/07/2023 05.57;masi berantakan bgt;netral
Anugerah rah;5;07/07/2023 05.56;Wow amazing 🤩🤩;positif
Addiyn Ainas;5;07/07/2023 05.55;Bagus bgt, mudah2an gk pelit kyk sebelah..;positif
Syahputra;1;07/07/2023 05.55;Bug nya gg skroll dikit langsung banyak tampilan errornya;negatif
Rifqi Afriyanto;5;07/07/2023 05.55;Lumayan bagus tapi jangan seperti Twitter ya;positif
arrdu alf13;5;07/07/2023 05.54;Keren;positif
Andri Ansyah;3;07/07/2023 05.54;kren sih cuman agak lemot;netral
AndreAhady;3;07/07/2023 05.53;please, don't mix Instagram accounts with thread accounts, because most of us don't want to be known on other social media, if our username is the same as our Instagram account it will be easily found by other people;netral
Radika 2;1;07/07/2023 05.52;jangan download entar nyesel;negatif
ra;5;07/07/2023 05.52;yu brik my heat brik my hope;positif
Ai Aprilia04;4;07/07/2023 05.50;Not bad sejauh ini, bug wajar sih mungkin karena baru launching.. kedepannya perbaiki aja min, good job;positif
Agus Tofa;2;07/07/2023 05.48;Masih bug... Aplikasi threads error... Stlah kata sandi IG diganti....;negatif
Fawwas Fathurrahman;5;07/07/2023 05.47;oksi;positif
Danny Prasetyo;5;07/07/2023 05.47;Yang ngebug atau lain2. Hp kurang canggih wkwk;positif
Denis Bayu permana;1;07/07/2023 05.46;please update when you enter the app, it overwrites the Ui, please fix it🙏;negatif
Keyla Rosdiana Putri;1;07/07/2023 05.45;Igg guaa balikinnn bangg kenapaa jdii gini igg guaa;negatif
Babul Barokah;5;07/07/2023 05.45;Bagus. tapi kok punyaku ngebug yah. Tolong dong bantu;positif
Sri putriani;1;07/07/2023 05.45;bug parah;negatif
Ngakan Made Dwipa Krisnanda;4;07/07/2023 05.43;the Twitter has a translator system from English to the language we want, I want that feature in this Threads;positif
Stepanus Berhandus;5;07/07/2023 05.43;Good;positif
SewaTenda Flores;4;07/07/2023 05.42;Walaupun mau digugat sama twitter, gass teruss;positif
Syakira Dwinova;3;07/07/2023 05.41;Threads punya saya kenapa tidak bisa upload warna terang ya?;netral
IBNU .A.A;5;07/07/2023 05.41;Who is better, Elon or mark;positif
Betto Koridama;5;07/07/2023 05.41;Gooid;positif
sari saputri;1;07/07/2023 05.40;Tolong di perbaiki apknya. Id di bio instagram masa ga bisa dikembalikan;negatif
Aprilia rizqiLF;1;07/07/2023 05.40;Bakal lebih bagus lagi tanpa mencantumkan lencana di bio si meskipun bisa disembunyikan/hapus . Menganggu bgt :( nyesel. Udah gausah rilis .;negatif
MOCHAMMAD ARIQ ATILLAH;5;07/07/2023 05.37;Best apps ever.;positif
Akmal Jaya;3;07/07/2023 05.37;"Kurang lengkap ""penerjemah ""belum muncul.";netral
Hikaru Devan;1;07/07/2023 05.36;banyak bug;negatif
Andra;5;07/07/2023 05.35;Kalau bisa ada fitur insight seperti di Instagram;positif
Lil Ditz;1;07/07/2023 05.35;Tolong Mark zuckerberg bug nya;negatif
Lutfi Ardiansyah;1;07/07/2023 05.33;Bugggggg;negatif
ichal ichal yuli;5;07/07/2023 05.33;The best;positif
Tari fantika;2;07/07/2023 05.31;kenapa ya?kalau saya buka threads ig saya ke logout sendiri,trs kalau saya login lagi saya ga bisa buka threads;negatif
Muhammad Rozali;4;07/07/2023 05.29;Segini dulu aja;positif
Rendi Nurcahya;5;07/07/2023 05.29;Mantap, inovasi baru dari meta mwehehe;positif
Jefta & Mesakh;2;07/07/2023 05.27;kenapa pada saat ingin meng-upload foto malah keluar dari aplikasi?;negatif
Tasya Ceisar;2;07/07/2023 05.25;bug nya kebangetan banget, banyak yang tumpang tindih, tolong di perbaiki lagi!;negatif
Ferdi Fernando p Edo;5;07/07/2023 05.23;Godd;positif
Afif Pratama;4;07/07/2023 05.23;I want the feature to download pictures like on Facebook;positif
Wildan Anwar;5;07/07/2023 05.21;Bagus kek twitter, yg komen bug atau yg lain hal mungkin sinyal atau hp lu pada (mungkin);positif
Pendy Saputra;5;07/07/2023 05.21;"Bagus kok bug"" apanya";positif
Dewa Swandana;5;07/07/2023 05.20;Mantapppp;positif
MUHAMMAD IQBAL NUR MAULIDI (MINM);5;07/07/2023 05.19;Tambah fitur terjemahan teks;positif
MFR Chanel;1;07/07/2023 05.17;Yokoso,byk bug;negatif
013_Servan Wilyandi;2;07/07/2023 05.13;Logout Mulu kalo disambungin ke ig;negatif
Idris Akbar;5;07/07/2023 05.12;Bagus aja, semoga ditambahin lagi fitur cakepnya. Saingan Twitter;positif
David Webb;5;07/07/2023 05.12;Tolong diperbaiki, tampilan patah patah dan ada bug;positif
Fthnzahrani11;1;07/07/2023 05.09;gaada tema buat ganti ke gelap;negatif
Kim Cen;5;07/07/2023 05.07;Mutulan dulu kali @ardipocen;positif
mardinata 27;1;07/07/2023 05.05;Ko ig sya jadi nggak bisa dibuka setelah pake apk ini;negatif
Aqrent.;4;07/07/2023 05.05;Awalnya bikin bingung, tolong tambahin fitur translate. Semoga kedepannya lebih baik ya & Terima kasih🥰;positif
Irwan Syahputra;5;07/07/2023 05.04;mau jadi yg pertama disini aja soalanya klo di threads duluan mark;positif
Shiva Feby;2;07/07/2023 05.04;Ini gabisa pake 2 akun kahhhh 😭😭😭;negatif
M.Taufik Syahbana;2;07/07/2023 05.03;So many bug;negatif
vitrie shine;1;07/07/2023 05.02;Kenapa tampilan nya pecah pecah;negatif
Fariid Animation;5;07/07/2023 05.01;Thank You, Buat Yang Bikin Aplikasi Ini!;positif
barbershopporis Rr320;1;07/07/2023 04.58;Id Thread tidak muncul di Bio. Mohon segera diatasi;negatif
Bhuta Bhuts;5;07/07/2023 04.57;Gok gok;positif
GEN LANGKA;5;07/07/2023 04.56;Nitip;positif
Kee Nan;2;07/07/2023 04.55;"Andai saja kasih ""Story"", rame ni aplikasi";negatif
