userName;score;content;label
Akhmad Arifin;5;APAKAH BISA MENGGANTIKAN TWITTER??? KITA LIAT NANTI.. Oh iya btw, buat scroll nya berasa kurang smooth gitu ya..;positif
Dwi Setiawan;1;Bug parah di hp padahal aplikasi sedang tidak digunakan;negatif
SATU MATA;4;Untuk mode gelap masih ada bug,selain itu aman aman aja;positif
Umam Ranggada Anarki;5;Aplikasinya sangat bagus dan menghibur;positif
Juwandi Juwandi;5;Karena masih baru, masih bingung sama fitur2nya. Tapi kayaknya sih mirip2 kyk IG;positif
Yulia Sagala;3;Kok video yg sy upload ga keluar suaranya ya?;netral
Yoora;3;masih ada bug tolong cepat dibenerin ya;netral
Anggi Dz;4;Ini emang gabisa ya ngecek langsung mana yang Uda difollow mana yang belum,masa harus cek satu persatu;positif
MNvaL SR;5;kalo boleh kasih ulasan si, ya apk nya keren dh simple ui nya.;positif
Farish Pratama;4;Bagus sih sebenernya tapi kurang nya gak ada penerjemah nya doang tolong di perbaiki;positif
jodohdoy yes;1;isinya centang biru semua yang ga sesuai sama selera kita. kita juga kan pengen yg absurd absurd, bukan centang biru yang keliatannya agak formal gitu.;negatif
Ridho GGG;1;Akun Ig ku ilang gegara apk ini. ada yang tau gk cara kembali'in nya :);negatif
Angellina 06;1;Aneh bngt kok gabisa buat akun 2 langsung sekaligus yk . Hrus bngt gitu dowload lagi baru buat akun lagi;negatif
Rembulan Siang_Hari#;5;Threads Tolong dong terjemahannya..,& Dark modenya,,,. oke aku akan tetap menunggu :);positif
Tari fantika;2;kenapa ya?kalau saya buka threads ig saya ke logout sendiri,trs kalau saya login lagi saya ga bisa buka threads;negatif
agil mulyawan;4;Gak ada trending topiknya, coba di bikin kaya tinder gitu, sekalian buat cari jodoh jg mantap 😀;positif
Oka Hachiro;4;Masih rame2nya. semoga makin banyak fitur yang ga ada di platform lain.;positif
Moh. Tryan Hidayat;1;Baru buka dah ada bug anjir, tampilan nya nge crash;negatif
Nesta Dwi;4;Bagus tpi lebih bagus lagi tolong adakan terjemahan kata nya;positif
Ema Maeemana;3;di timeline banyak banyak postingan orang yang tidak di follow . Sangat mengganggu 😒;netral
Krissan Levina;3;kenapa aku tidak bisa mengupload foto? aplikasinya keluar sendiri dan kucoba lagi tetap sama.;netral
desrianaamelia;4;Sejauh ini apk bagus banget Cuma kurang fitur translate aja;positif
SADVIBESツ;3;Tidak ada fitur terjemahannya;netral
Maesha aaa;1;Aplikasi broken, bug ui nya parah Tidak bisa digunakan;negatif
Oktavianus Lado;2;Mau upload foto keluar sndiri.parah.kedpan diperbaiki lgi;negatif
Vin Pindi;5;Bagus sih tapi coba ada untuk nonton video pendek nya juga bagus pasti;positif
Rizal Ganzzz;5;Keren gak lag sama sekali, gak kayak aplikasi sebelah;positif
Aprilia putri;5;Aplikasi nya mohon di tingkatan dengan fitur translate;positif
Agmal Yuladi;4;Aseeekk, berharap bisa pakai sampul juga dong threads, please pasti lebih asik ❤;positif
Pardy Sardy;2;Aku rasa lebih bagus lagi kalau bisa tanpa terhubung Instagram;negatif
William Conna;2;Fitur hastag belum ada dan masih banyak bugnya;negatif
Calvin Chua;3;Aplikasiny bagus,saya karna 3 bintang karna dihp saya ga bisa posting foto/video;netral
norliana;2;Apa dah gua udah berapa kali ngirim kode disuruh coba lagi mulu;negatif
Hilman Madani;5;Kalian napa sih pakek kasih bintang 1 wajarlah banyak bug namanya jga awal liris yakali langsung sempurna kaya kamu hehe;positif
EVG7x LetoyM;2;Sebelum pakai dan menggunakan akun instagram di Threads tidak ada masalah tapi pas habis login akun instagram di Threads kenapa jadi gak bisa pake akun itu dan setiap buka instagram pakai akun itu selalu force close;negatif
Adelia Hmc;1;Agak bug dihp gua tulisan nya nyatu,tolong perbaikan nya;negatif
C-9C Gede Valendra;5;Di hp gw aman-aman aja tuh ga ada bug, mode gelap juga, aman~;positif
Revan R;1;Pas Make Threads Akun IG pake apk IG asli malah ngecrash gbsa masuk, Mohon Cepetan di fix ya!! Soapnya Akun IG yg gbs masuk itu penting untuk bgt.;negatif
Ita Permata;3;Belum paham soal apk ini, fungsinya untuk apa;netral
Rangga. L;5;Tambahin fitur arsip postingan min;positif
ale ale;4;aku berfikir bahwa aplikasi ini sudah bagus, tapi tolong berikan fitur translate nya;positif
Janu Ardi;5;sangat bagus aplikasinya;positif
Abraham Mufiz;4;Aplikasinya Sudah Bagus Tapi Tolong Bug Yang Ada Di Aplikasinya Di Perbaiki;positif
cc Amri942;2;sudah zamannya semua akan zamannya;negatif
Januar Ragil;1;Bug,banyak tulisan tertumpuk saat di geser;negatif
Agis Rabbani;3;Baru instal belum tau banyak tentang threads;netral
Dady Sudady;5;Berbagi foto dengan temanya;positif
Aryaputra;3;Tolong diperketat untuk konten sensitif!! Tolong blokir saja akun yang menampilkan unsur pornografi!!;netral
Febrian Dwi Saputra;5;MasyaAllah Aplikasi ini sangat memuaskan;positif
Nuri Apriyanti;1;Sementara rate 1 dulu;negatif
UKE IMUT;2;kekuranganya di apk ini tidak bisa mencari sebuah postingan. beda dengan twiiter;negatif
Rheysa Ngel;2;apk ini tidak dapat di download,padahal penyimpanan saya msih banyakk. bagaimana caranya agar bisa mendownload apk ini?;negatif
Eky Hafizar;2;Aplikasinya kaya banyak bayangnya.. Di hapus terus Download lagi masi laya gitu;negatif
Tirta Kusuma;1;Gak bisa download padahal ruang penyimpanan masih banyak;negatif
Ima Ammonite;1;Aplikasi pemaksaan kalau kalian daftar aplikasi pakek Instagram kalian aplikasi itu kagak bisa di putus.;negatif
Aldi Kurnia Andika;5;masih kurang fitur, semoga ke depannya jadi lebih baik;positif
Bagus Utomo;3;Ada bug saat scroll keluar sendiri;netral
ADIS SETIAWAN;5;Udah bagus.. Tapi update berikutnya di tambahin mode gelap lebih keren 👍;positif
Sheena Fahreysha;5;best, lbih milih disini dr pd apk sebelah;positif
Wahyu Istiani;1;Kok instagramku jadi lag gabisa dibuka ya 😫😫😫 semenjak download dan pakai ini aplikasi;negatif
Nanang Hidayat;3;Fitur search cuma buat cari pengguna, tidak ada trending topik, tidak bisa komentar gif;netral
Syahputra;1;Bug nya gg skroll dikit langsung banyak tampilan errornya;negatif
GAIAWIN CITYX;3;masih ada bugs di android, belum smooth;netral
Adil Nugruho;5;Ada bug visual doble tidak recommended untuk didownload sekarang;positif
Shofwan Ashfia;5;Apa-apaan baru aja main udah dibatasin, lebih bagusan Twitter mah kalo kek gini.;positif
William Amstood;1;Ig saya ngebug setelah ditambahkan threads. Tolong perbaiki.;negatif
Jojo Joestar;5;Please update selanjutnya ditambah fitur bisa menghasilkan uang seperti apk sebelah .;positif
Dudi Herdiana;3;Di Android 9 banyak masih banyak bug;netral
Pijar Padmarini;2;Tolong kasih terjemahan dan trending;negatif
Angelita;1;Kenapa setelah ganti nama ig threads saya jadi terhenti tiap kali mau repost;negatif
JustTrue;5;Fitur baru instagram, semoga bagus dan tidak disalahgunakan🤩;positif
Abidin Aflah;4;Hallo Dev bagaimana cara mengembalikan lencana threads di akun Instagram ya? Yg saya ga sengaja ke pencet sembunyikan bagaimana cara balikin nya;positif
Noora Ammalia;1;gabisa post foto eh, pasti nge bug trus balik ke home;negatif
Samsung A03 core;5;Ini app baguss bgtttt mirip kek app sebelah too lebih enak yg ini sih fitur nya baguss aku recommended bgt app ini buruaan download;positif
Agitsni Alfa Tasya;1;Saya masih pake kau cuma karena kau berguna buat ngelawan berita-berita hoax yang disebar Isliesl;negatif
fatur m.;5;Gak bisa posting foto, tolong diperbaiki developer;positif
Eksa Sabrina;3;Entah akun Ku atau aplinya... Tapi aku gak bisa upload foto di apli ini..;netral
KASS;5;Waduh om ini apk bagus om lanjutkan persaingannya om saya suka nih yang begini begini kalo hidup gaada masalah ya cari masalah sendiri;positif
Syakira Dwinova;3;Threads punya saya kenapa tidak bisa upload warna terang ya?;netral
Muh Rafif Altaf;5;Oke aplikasi nya bagus mudah di gunakan cuma saya gak suka logo aplikasinya awokawok;positif
Genius Oh Genius;1;Kenapa punya saya pas sudah masuk beranda malah jadi ngeframe/ngefrezee?! Belom worth it sih;negatif
Endah Susi;3;Kok g ada terjemahannya aku mau tau post orang luar g ngerti bahasanya Fiturnya perlu ditambah agar lebih menarik;netral
Fanny Azzahra;2;bagus sih, cuma pas join threads ig jadi gabisa dibuka. tolong bgt ini mh ya, cepet benerin soalnya kesel bgt gabisa bisa buka ig;negatif
Pisang Ijo;1;Aplikasi nya sudah bagus, cuma disini tidak ada pinjaman tunainya.;negatif
Heru Muhammad Cahaya;5;Kegagalan itu adalah kesuksesan yg tertunda coba lihat dan dengar aja anda pasti bisa..........;positif
Novita Sari;5;baguss tapi pas di download ngelag, padahal sinyal full;positif
Syelvi Febriana;3;Tdak ada terjemahan nya,kalo liat utasan thailand kn susah apa artinya;netral
Ilham Firdaus;4;auto translatenya mana bang, butuh banget soalnya;positif
Eri Sukmawan;5;Bang Zuckerberg alangkah lebih bagus lagi di fitur search munculin tranding topics mirip pesaing lu (twtr), kek cringe banget cuman nampilin profil² verified gak guna;positif
Kylie Kim;5;Masih belum tau apknya seperti apa, jadi akanku coba dulu meskipun udh dikasih bintang;positif
Mia Febsetyaa;1;Males isinya orang yg gk difollow jadi gak jelas, mana lagi orang orangnya pada centang biru yg muncul terusss. Masa kudu di hide semua;negatif
Arifin;5;lengkapi fiturnya please gw udah muak bgt sama bang elon;positif
Faiz Collection;5;Tolong diperbaiki dikasih pencarian yang sedang trending topik;positif
Fai Go;1;Tidak adil , tidak punya hati nurani , berpihak pada penjajah , dan mendukung genozida #freepaelstina;negatif
davina Rosalia;1;Masih nge bug, liat yg diikuti tidak bisa dilihat;negatif
B K;1;Banyak konten porn ..;negatif
Mahdiah;5;Kurangnya ngga bisa switch account. Semoga nanti ada ya ❤️;positif
farizz a;4;Enda bisa rubah bio fropile yaaa;positif
YULY AYU.;5;kereen app new ini ..bisa belajar dan tahu informasi ter trending ..,😃;positif
alie nazwar maxx alens;5;media sosial harus netral;positif
amirudin sip;4;d coba dulu kasih 3 bintang;positif
Muhamad Nazmudin;1;Gabisa download gambar di postingan orang;negatif
Hpyngl;4;Saran aku sih kasih translate soalnya susah juga kalo ayang ku update tp ngak ngerti artinya 😭;positif
JeoKy Ko;3;Udah bagus, tolong tambah kan vitur terjemahan;netral
Catur Okta R;1;Aplikasi error di scroll masih ada bug;negatif
awak angga;1;Masih Nge bug , tolong segera di perbaiki;negatif
diary zayn;1;Sebenarnya saya gak suka aplikasi ini treads terlalu menutupi kebenaran yang terjadi saat ini;negatif
Sabda Malik;5;Semua bagus, tolong tambahkan fitur hashtag;positif
Hasratul Aswad Real;1;Cukup elegan dan nyaman seharian. Aplikasi enteng dan mudah dipahami;negatif
mf dzaki;1;Gak bisa save image, gak ada who to follow, beranda gak mengikuti rekomendasi, gak boleh upload corn, tampilan plak-ketiplek Twitter. mabok janda keknya nih si mark kadal kocak;negatif
Iriel;1;Buruk Verifikasi gambar saat masuk tidak relevan;negatif
Tia Fitriananda;5;Apk nya bagus cuma butuh translate mohon kepada developer buat adain translate 👁️👄👁️🙏🏻;positif
Masakai Kun;5;Tinggal kasih fitur bisa simpan foto di galeri aja nih mah;positif
Aeshiteru;4;Aplikasi Force Close saat menulis thread dengan gambar. Mohon di perbaiki;positif
Jurian Erinanda;4;Cepetan punya algoritma deh, ngeselin banget isinya Threads artis indo. JELEK!;positif
Mir Otozenkai;4;Gak bisa upload foto, kadang bisa kadang nggak sih;positif
Ilham Official;5;Semoga di apk ini bisa kmi berkembang jauh lebih baik untuk ngontenya;positif
RANGGA MENSON;5;Bagi saya aplikasi threads baik mudah di gunakan tidak ada pembayaran;positif
Syarif Fuddin;4;Kadang mau nulis kolom komentar nya ketimpa sama keyboard, semoga segera diperbaiki yaa;positif
tranfisa;1;setiap mau post foto pasti keluar dari aplikasi, gimana sihh;negatif
it's diraaa;5;kalo gabut, aku bisa ngetik2 disini kapan pun🗿;positif
Nurfeyja Habu;4;Udah bagus tinggal tambahin fitur translate;positif
Andri Kalam;5;mohon fitur-fiturnya di tambah;positif
Muhammad Farid Firmansyah;1;Cara ilangin lencana kenapa ga bisa;negatif
M Fikuri;1;Hilangkan utasku di Instagram/promosi apapun itu...;negatif
Anton mart;5;Aplikasi ini sangat keren ..;positif
Faridatus Sholikah;5;Applikasi nya sangat lah 🅑🅐🅖🅤🅢 👍;positif
Juan 27;1;Awss Woy jangan download apk ini,atau Ig lo bkl d sadap secara keseluruhan!!!!saya korban yh;negatif
Puji Lestari;1;"Appnya belom sempurna kali ya? Atau emg masa percobaan? Patah"" Masaaa";negatif
RIKA NA;4;Baru tau kalo reply bisa pke vn :D;positif
Anis Hernawati;4;please deh..tmpt ku udh update tp blm pd kluar vitur baru nya;positif
Raden Zakky Rahman;5;Semoga membantu mempercepat perkembangan akun;positif
khoir nisa;4;lencana yang ngga sengaja kehapus gimana cara mengembalikan nya;positif
Edi Kurnaedi;5;Saya sangat suka dengan aplikasi treads;positif
pesona dewi Cinta;3;bagai mana caranya agar ig saya dengan threads jadi satu ?;netral
Anak Merauke;1;Saya upload utas tiba2 dihapus tanpa pemberitahuan 😤😤😤😤😤;negatif
Henry Subkhan;3;kak kenapa kok akun saya buat membalas coment tidak bisa kenapa kak coba benerin lagi kak akun saya henry subkhan kak;netral
syharla herliantika;5;Sejak memakai thread semua terasa enak mengungkapkan isi hati disini..;positif
Reni Kurniawati;1;Sama kyk 2 saudaranyaa.. wes lah ga ada harapan;negatif
Ira Wati;5;suka banget sama aplikasi ini;positif
Azi Nugraha;1;Tidak ada translate;negatif
ҡὅ҈ᴄɛ᪴͢ᴋ᪳;5;follower Instagram saya hilaang, apa memang berbeda server?;positif
Enggar satya Panggalih;3;Gak bisa login. Gimana nih min;netral
AG zy;4;Hampir Mirip dengan aplikasi Burung;positif
Taka Brother;1;TOLONG OPTIMALKAN, SERINGNYA BUG DI SETIAP HALAMAN;negatif
Mega Jaya;5;Aplikasi nya bagus banget;positif
Wellda Turus;5;aplikasi nya bagus.;positif
dodiqi bintu;1;Netral dong.. bisa2nya islam dibilang teroris;negatif
Yudha Ganisworo;5;asik juga buat curhat;positif
2. ALIF RICO FEBRIAN;1;aplikasinya rusak parah;negatif
Lilih Nurlaeli;4;untuk saat ini masih okee;positif
Pebri Yansah;1;Apk bokep anjir ini setiap buka ada aja cewe murahan 🤮;negatif
Aufi Balqis;1;Aplikasi nya bikin pusing;negatif
Andi Surahno;5;bagus saya senang follow yaa;positif
imade rai;5;aplikasi yang bagus;positif
Rezipurnamadewi Rezipurnamadewi;5;bagusss bgt aplikasinya;positif
Sulistiawan Herdians;4;Nambah teman dan informasi;positif
Welly Oenrob;3;tombol edition postingan dimana ya;netral
FCH Vijaya;5;Mau di curhat dari hal apapun bisa disini;positif
Darmawan gts;2;translatenya ngasal anjir;negatif
adam hawa;5;sangat menarik;positif
Moh Asep Rifai;4;Baru download udah minta update;positif
Upi Haryadi;5;Jadi lebih asik main Instagram;positif
Cahmat Nur rohmat;5;keren membantu ngungkapin isi hati;positif
Putri Alawiyah07;5;enak bngt buat curhat hahha;positif
Foundra 1044;1;Gak jelas banget anjg, masa threads gw glitchh gitu kalo di scroll suka kek ngulang2 atas bawah glitchh;negatif
Cbd 21;3;Nulis utas suka kagak bisa;netral
Akmal Jaya;3;"Kurang lengkap ""penerjemah ""belum muncul.";netral
Lintangg;5;"Tolong tambahkan fitur ""close friend"" kedepannya, kurasa itu bagus";positif
Arif Rahman;3;refresh timeline masih terlalu lama delay nya;netral
Desti daniza;5;So far aplikasi ini bagus banget dan membantu saya untuk menyalurkan hobby menulis;positif
Anggun Meilani;3;Min tolong dong, saya kan mau apus akun threads, akun IG jangan keapus juga dongg, itu akun utama minn, pliss dong, sebenernya aku download cuman ikut²an doang pas dikasih tau kalo download threads bisa diapus tapi nanti akun IG bakal keapus, plis Min adain biar kita apus akun threads tanpa akun IG dihapus, itu penting Min akun IG yg utama, adminnya baik bangettt dahh asliii, please Min, klo misalkan akun IG keapus nanti pas kita login bisa lgi gk minn;netral
Ahmad Ibrahimovic;2;Aplikasi nya biasa saja,membosankan karna sangat mirip dengan aplikasi sosmed lainnya;negatif
Robitul Anwar;5;Ada bug tulisannya nyatu semua, tolong segera diperbaiki 🙏🙏🙏;positif
Garuda Gaming;4;Dikembangkan lagi agar sempurna sepenuhnya.❤️✨;positif
rafi 9680;5;Bagus sih , lebih simple dan mudah digunakan;positif
izzatul fitriyah;3;sek masih belum paham;netral
Re Ni;3;bagus sii pengganti burung biru cumaaaa pliss tambahin fitur translate ini butuhh bgtt;netral
Sya Fa;5;baru pemula entah ini kek ig atau gimana, outfit apk thereads ngak ngecewain;positif
Muhammad kiprowi Bng rowi;5;Membantu Anda melakukan sesuatu;positif
Muhammad Haikal;5;Kegunaan dari aplikasi ini ap ya aku gak tau guna nya untuk ap buang buang ram GK penting jadi aku kasih bintang lima karena aku gk tau guna nya ap;positif
Jazzy Bire;5;Ayolah Threads kalo mau Nyaingi Twitter harus buat lebih bagus lagi dari Twitter agar pengguna lebih nyaman.;positif
Rizka Maria;4;Aq kasih 4 dulu y ABG Mark Soalnya fitur belum lengkap Tp sejauh ini appnya simpel;positif
Yasnadi Sikumbang;1;Karena masih punya Yahudi bintang 87 aja;negatif
Xtra Cell;5;Aplikasi yg sangat bagus;positif
Lina Kurnia;4;eror jumlah followers nya;positif
chalphotocinema project;1;Ngebug amat woy apk nya. malah ga enak jd nya.;negatif
MUHAMMAD IQBAL NUR MAULIDI (MINM);5;Tambah fitur terjemahan teks;positif
Ferlin Resnu;5;Sejauh ini bagus dan simpel tampilannya;positif
Aveiro Pamungkas;5;Moga ada fitur kayak apa yg trending gitu dan translatenya.;positif
Putra Mokong;4;Apk bagus menurut ku bisa saingi Twitter kekurangan apk ini menurut ku hanyalah nggak ada translate otomatis;positif
Fadhil Ahmad;3;Tiga dlu, ntar klo apk ny dah makin mulus dan bnyk fitur ny lebh bnyk drpd si burung biru bakal aku kasih bintang 5👋;netral
